,Series Name,Period,Frequency,Value,Units
0,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",202103,M,7512,Thousand Barrels per Day
1,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",202102,M,6042,Thousand Barrels per Day
2,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",202101,M,7919,Thousand Barrels per Day
3,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",202012,M,7751,Thousand Barrels per Day
4,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",202011,M,7601,Thousand Barrels per Day
5,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",202010,M,7049,Thousand Barrels per Day
6,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",202009,M,7000,Thousand Barrels per Day
7,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",202008,M,7377,Thousand Barrels per Day
8,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",202007,M,7765,Thousand Barrels per Day
9,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",202006,M,7477,Thousand Barrels per Day
10,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",202005,M,7130,Thousand Barrels per Day
11,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",202004,M,7238,Thousand Barrels per Day
12,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",202003,M,8443,Thousand Barrels per Day
13,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",202002,M,8393,Thousand Barrels per Day
14,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",202001,M,8792,Thousand Barrels per Day
15,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201912,M,9001,Thousand Barrels per Day
16,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201911,M,8856,Thousand Barrels per Day
17,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201910,M,8339,Thousand Barrels per Day
18,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201909,M,8701,Thousand Barrels per Day
19,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201908,M,9103,Thousand Barrels per Day
20,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201907,M,9006,Thousand Barrels per Day
21,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201906,M,9126,Thousand Barrels per Day
22,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201905,M,9061,Thousand Barrels per Day
23,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201904,M,8792,Thousand Barrels per Day
24,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201903,M,8520,Thousand Barrels per Day
25,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201902,M,8591,Thousand Barrels per Day
26,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201901,M,8858,Thousand Barrels per Day
27,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201812,M,9375,Thousand Barrels per Day
28,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201811,M,9251,Thousand Barrels per Day
29,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201810,M,9229,Thousand Barrels per Day
30,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201809,M,9126,Thousand Barrels per Day
31,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201808,M,9350,Thousand Barrels per Day
32,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201807,M,9088,Thousand Barrels per Day
33,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201806,M,9273,Thousand Barrels per Day
34,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201805,M,8862,Thousand Barrels per Day
35,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201804,M,8866,Thousand Barrels per Day
36,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201803,M,8871,Thousand Barrels per Day
37,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201802,M,8294,Thousand Barrels per Day
38,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201801,M,8772,Thousand Barrels per Day
39,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201712,M,9220,Thousand Barrels per Day
40,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201711,M,8947,Thousand Barrels per Day
41,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201710,M,8656,Thousand Barrels per Day
42,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201709,M,7437,Thousand Barrels per Day
43,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201708,M,8611,Thousand Barrels per Day
44,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201707,M,9226,Thousand Barrels per Day
45,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201706,M,9181,Thousand Barrels per Day
46,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201705,M,9297,Thousand Barrels per Day
47,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201704,M,8925,Thousand Barrels per Day
48,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201703,M,8502,Thousand Barrels per Day
49,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201702,M,8178,Thousand Barrels per Day
50,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201701,M,8387,Thousand Barrels per Day
51,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201612,M,8879,Thousand Barrels per Day
52,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201611,M,8650,Thousand Barrels per Day
53,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201610,M,8108,Thousand Barrels per Day
54,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201609,M,8497,Thousand Barrels per Day
55,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201608,M,8605,Thousand Barrels per Day
56,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201607,M,8719,Thousand Barrels per Day
57,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201606,M,8579,Thousand Barrels per Day
58,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201605,M,8565,Thousand Barrels per Day
59,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201604,M,8468,Thousand Barrels per Day
60,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201603,M,8643,Thousand Barrels per Day
61,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201602,M,8269,Thousand Barrels per Day
62,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201601,M,8146,Thousand Barrels per Day
63,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201512,M,8973,Thousand Barrels per Day
64,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201511,M,8667,Thousand Barrels per Day
65,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201510,M,8281,Thousand Barrels per Day
66,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201509,M,8487,Thousand Barrels per Day
67,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201508,M,8681,Thousand Barrels per Day
68,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201507,M,8732,Thousand Barrels per Day
69,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201506,M,8814,Thousand Barrels per Day
70,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201505,M,8685,Thousand Barrels per Day
71,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201504,M,8588,Thousand Barrels per Day
72,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201503,M,8172,Thousand Barrels per Day
73,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201502,M,8025,Thousand Barrels per Day
74,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201501,M,8012,Thousand Barrels per Day
75,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201412,M,8601,Thousand Barrels per Day
76,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201411,M,8429,Thousand Barrels per Day
77,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201410,M,8013,Thousand Barrels per Day
78,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201409,M,8357,Thousand Barrels per Day
79,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201408,M,8689,Thousand Barrels per Day
80,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201407,M,8598,Thousand Barrels per Day
81,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201406,M,8092,Thousand Barrels per Day
82,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201405,M,8245,Thousand Barrels per Day
83,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201404,M,8342,Thousand Barrels per Day
84,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201403,M,7907,Thousand Barrels per Day
85,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201402,M,7773,Thousand Barrels per Day
86,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201401,M,7974,Thousand Barrels per Day
87,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201312,M,8439,Thousand Barrels per Day
88,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201311,M,8187,Thousand Barrels per Day
89,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201310,M,7658,Thousand Barrels per Day
90,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201309,M,8106,Thousand Barrels per Day
91,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201308,M,8138,Thousand Barrels per Day
92,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201307,M,8431,Thousand Barrels per Day
93,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201306,M,8300,Thousand Barrels per Day
94,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201305,M,8173,Thousand Barrels per Day
95,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201304,M,7820,Thousand Barrels per Day
96,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201303,M,7623,Thousand Barrels per Day
97,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201302,M,7111,Thousand Barrels per Day
98,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201301,M,7376,Thousand Barrels per Day
99,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201212,M,8094,Thousand Barrels per Day
100,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201211,M,8069,Thousand Barrels per Day
101,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201210,M,7697,Thousand Barrels per Day
102,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201209,M,7634,Thousand Barrels per Day
103,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201208,M,7765,Thousand Barrels per Day
104,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201207,M,8036,Thousand Barrels per Day
105,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201206,M,8044,Thousand Barrels per Day
106,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201205,M,7878,Thousand Barrels per Day
107,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201204,M,7496,Thousand Barrels per Day
108,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201203,M,7493,Thousand Barrels per Day
109,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201202,M,7428,Thousand Barrels per Day
110,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201201,M,7169,Thousand Barrels per Day
111,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201112,M,7484,Thousand Barrels per Day
112,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201111,M,7650,Thousand Barrels per Day
113,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201110,M,7347,Thousand Barrels per Day
114,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201109,M,7569,Thousand Barrels per Day
115,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201108,M,7900,Thousand Barrels per Day
116,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201107,M,7688,Thousand Barrels per Day
117,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201106,M,7673,Thousand Barrels per Day
118,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201105,M,7462,Thousand Barrels per Day
119,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201104,M,7259,Thousand Barrels per Day
120,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201103,M,7313,Thousand Barrels per Day
121,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201102,M,6586,Thousand Barrels per Day
122,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201101,M,7364,Thousand Barrels per Day
123,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201012,M,7711,Thousand Barrels per Day
124,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201011,M,7535,Thousand Barrels per Day
125,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201010,M,7224,Thousand Barrels per Day
126,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201009,M,7368,Thousand Barrels per Day
127,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201008,M,7593,Thousand Barrels per Day
128,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201007,M,7814,Thousand Barrels per Day
129,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201006,M,7707,Thousand Barrels per Day
130,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201005,M,7680,Thousand Barrels per Day
131,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201004,M,7817,Thousand Barrels per Day
132,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201003,M,7324,Thousand Barrels per Day
133,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201002,M,6709,Thousand Barrels per Day
134,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",201001,M,6667,Thousand Barrels per Day
135,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200912,M,6862,Thousand Barrels per Day
136,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200911,M,6919,Thousand Barrels per Day
137,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200910,M,6928,Thousand Barrels per Day
138,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200909,M,7183,Thousand Barrels per Day
139,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200908,M,7277,Thousand Barrels per Day
140,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200907,M,7073,Thousand Barrels per Day
141,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200906,M,7127,Thousand Barrels per Day
142,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200905,M,7026,Thousand Barrels per Day
143,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200904,M,7239,Thousand Barrels per Day
144,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200903,M,7080,Thousand Barrels per Day
145,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200902,M,6740,Thousand Barrels per Day
146,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200901,M,6767,Thousand Barrels per Day
147,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200812,M,6994,Thousand Barrels per Day
148,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200811,M,6892,Thousand Barrels per Day
149,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200810,M,6790,Thousand Barrels per Day
150,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200809,M,4890,Thousand Barrels per Day
151,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200808,M,7019,Thousand Barrels per Day
152,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200807,M,7367,Thousand Barrels per Day
153,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200806,M,7369,Thousand Barrels per Day
154,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200805,M,7401,Thousand Barrels per Day
155,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200804,M,7165,Thousand Barrels per Day
156,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200803,M,7007,Thousand Barrels per Day
157,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200802,M,6934,Thousand Barrels per Day
158,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200801,M,6924,Thousand Barrels per Day
159,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200712,M,7278,Thousand Barrels per Day
160,"Gulf Coast (PADD 3) Refinery and Blender Net Input of Crude Oil, Monthly",200711,M,7299,Thousand Barrels per Day
